helix	FrCharged	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
betasheet	FrCharged	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
coil	FrCharged	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
turns	FrCharged	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
helix	FrCharged	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
betasheet	FrCharged	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
coil	FrCharged	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
turns	FrCharged	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
helix	FrCharged	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
betasheet	FrCharged	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
coil	FrCharged	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
turns	FrCharged	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
helix	FrCharged	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
betasheet	FrCharged	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
coil	FrCharged	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
turns	FrCharged	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
helix	FrCharged	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
betasheet	FrCharged	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
coil	FrCharged	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
turns	FrCharged	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
